"1 - UInt32","2 - String"
"10353","Transforming.  Double click the Transform icon on the top right-hand corner of the screen to cancel and try again. "
"10400","Failed to add a buddy. "
"10401","There are too many buddies on your buddy list. "
"10402","Failed to delete a buddy."
"10403","Failed to delete a buddy. Invalid buddy name. "
"10410","You need to pay 10,000 coins in order to access your storage from this zone. ."
"10411","Could not access the storage."
"10412","Could not access the storage because you didn't have enough money. "
"10413","You cannot use the Power Up Store because there's a space in your character ID. Please contact our service center for assistance. "
"10420","You must delete all your characters in this nation if you wish to create a character in the opposite nation. 
Will you proceed? "
"10421","Karus is a new nation that was established in Adonis continent after the chaos caused by Patos the God of Change. Orcs, the descendents of Patos, had been outcasted by the humans. They decided to set up their own nation in the Luferson Castle located on the northern part of the Iskanz mountain range. "
"10422","El Morad is a nation that was formed by King Manes, the one that has sealed up Patos the lord of change. El Morad used to be a small kingdom that was located on the west coast of the Adonis continent. The kingdom grew to become the biggest nation by taking in all the refugees that have that have run away from the 5 kingdoms that were destroyed by Patos. The peace in El Morad didn't last long. They were soon being threatened by Karus in the north.  "
"10430","Chat"
"10431","Will you invade into the enemy's nation? "
"10432","Invalid password. "
"10433","You have exceeded the maximum characters allowed. "
"10434","Invalid original password. "
"10435","Password entered has a character that is not allowed. "
"10436","Failed changing password. "
"10437","The new password and the password you entered again to confirm it is different. "
"10438","Password has been changed. "
"10439","Password can be 6 to 16 characters long. "
"10500","The user does not exsit. "
"10501","Dead users cannot open the web. "
"10502","You cannot open the web when you are trading. "
"10503","You cannot open the web when you are in a merchant mode. "
"10504","Another web page is alredy open. Please close it and try again. "
"10505","The web page is temporarily unavailable. "
"10506","Did not receive a valid address."
"10507","You can be attacked by monsters or enemies while the window is open. "
"10601","User item rental"
"10602","Beginner item rental"
"10603","Walk away"
"10604","Register Item"
"10605","Confirm Item Registration"
"10606","Rent Item "
"10607","Warrior"
"10608","Rogue"
"10609","Magician"
"10610","Priest"
"10611","Weapon"
"10612","Armor"
"10613","back"
"10701","How much will you charge for your item? "
"10702","Successfully registered the item."
"10703","You need a rental scroll when you're registering an item."
"10704","You cannot register the same item twice. "
"10705","There are no rental items. "
"10706","Currently unavailable. "
"10707","You cannot register this item."
"10708","You can only register weapons and armors."
"10709","Please re-enter the rental fee."
"10710","You have to be level 30 or above."
"10711","You have to be level 30 or below. "
"10712","Please select the time period."
"10713","You're not in a premium PC bang. "
"10714","Your inventory is full. "
"10715","Will you register %s for %s coins? "
"10716","Will you rent %s for %s coins? "
"10717","(Rental Time : %d minutes)"
"10718","Successfully rented the item. "
"10719","Will you cancel the registration for %s? "
"10720","Canceled registration for the item. "
"10721","%s has been rented. The rental fee of %s coins have been transferred in to your storage."
"10722","(Processing Fee 10%)"
"10723","%s has been returned to your storage. "
"10724","%s has been returned because its rental time has passed. "
"10725","Please select the item to be removed from registration. "
"10726","The rental scroll will be consumed even if you remove it from registration. "
"10727","Failed removing the item from registration."
"10728","You cannot cancel registration once the item has been rented to a user. "
"10729","There are no registered item."
"10730","The user is checking the item right now. Please try again in a moment. "
"10731","You cannot register an item that's been rented. "
"10732","Please select the item you want to rent. "
"10733","%d minutes of rental time remaining for %s."
"10734","Rental Period : %s"
"10735","Rental Price : %s coins"
"10736","Rental Date : %s"
"10737","Remaining Rental Time : %s"
"10738","(Rental fee with 10% processing fee)"
"10739","%d hours"
"10740","%d minutes "
"10741","%s has been rented. "
"10742","You cannot rent more than 6 items at a time. "
"10743","This item was registered by you. "
"10744","You cannot rent a same item. "
"10745","You have exceeded the maximum number of item that can be registered. "
"10746","(Canceled item will be returned back to your storage)"
"10747","Currently unavailable. "
"10748","You cannot upgrade a rented item. "
"10749","There are no empty slots in the storage."
"10750","Cannot use this feature in a sub server."
"10751","Cannot access this zone."
"10752","Item has already been rented."
"10753","* You need to have empty slots for the items being returned * "
"10760","Items with duplicated serial number cannot be upgraded."
"10761","This item is a duplicated item.
Please contact our customer service department. "
"10762","You are holding a duplicated item. Please contact our customer service department. "
"10800","Click button to open your blog. "
"10801","Click button to access the power-up storage. "
"10802","You can view quests according to level. "
"10803","You can view the mail box by clicking the button. "
"10850","Verification succeeded"
"10851","Verification failed."
"10852","A network error has occurred."
"10853","You have insufficient points to play. Please top up."
"10854","User account is already in use."
"10855","Illegal user. "
"10856","%d minutes remaining. "
"10900",""
"10950","%s has challenged you into a battle. Press OK and you'll be automatically be teleported to the battlefield. "
"10951","Waiting for a response from %s."
"10952","%s has sent you a clan battle challenge. Press OK and you and your clan members will automatically be teleported to the battlefield. "
"10953","Waiting for a response from %s clan. "
"10954","Your challenge has been rejected."
"10955","Challenge request failed. "
"10956","You cannot challege somebody(clan) in this zone. "
"10957","This is not a clan leader. "
"10958","You do not have the authority to challenge another clan. "
"10959","You cannot challege somebody if you're in a party. "
"11000",""
"11100","(번역불필요)"
"11101","(번역불필요)"
"11102","(번역불필요)"
"11103","(번역불필요)"
"11150","(번역불필요)"
"11151","(번역불필요)"
"11152","(번역불필요)"
"11153","(번역불필요)"
"11154","(번역불필요)"
"11155","(번역불필요)"
"11156","(번역불필요)"
"11200","(번역불필요)"
"11201","(번역불필요)"
"11202","(번역불필요)"
"11203","(번역불필요)"
"11204","(번역불필요)"
"11205","(번역불필요)"
"11209","(번역불필요)"
"11217","(번역불필요)"
"11218","(번역불필요)"
"11219","(번역불필요)"
"11220","(번역불필요)"
"11221","(번역불필요)"
"11222","(번역불필요)"
"11223","(번역불필요)"
"11224","(번역불필요)"
"11225","(번역불필요)"
"11226","(번역불필요)"
"11227","(번역불필요)"
"11228","(번역불필요)"
"11230","(번역불필요)"
"11231","(번역불필요)"
"11232","(번역불필요)"
"11235","(번역불필요)"
"11236","(번역불필요)"
"11237","(번역불필요)"
"11238","(번역불필요)"
"11248","(번역불필요)"
"11249","(번역불필요)"
"11250","(번역불필요)"
"11251","(번역불필요)"
"11252","(번역불필요)"
"11253","(번역불필요)"
"11254","(번역불필요)"
"11255","(번역불필요)"
"11269","(번역불필요)"
"11300","Available to a King only."
"11301","The total amount of tax collected is %d coins."
"11302","The total amount royal tax collected is %d coins."
"11303","Not enough coins."
"11304","The value exceeds the allowed limit."
"11305","Cannot find this ID."
"11306","Exceeded maximum quantity."
"11307","Name of the King : %s"
"11308","I'm the NPC in charge of the election."
"11309","The next election is for a King. The election will last from %dMonth %dDay %dHour %dMinute until the %dHour %dMinute of next day. "
"11310","The next election is for an impeachment. The election will last from %dMonth %dDay %dHour %dMinute until the %dHour %dMinute of next day. "
"11311","You can look up the list of King nominees and their plans during their term from the board. If you click on vote, you can check the nominees and cast your vote."
"11312","From %dMonth %dDay 0Hour"
"11313","Until %dMonth %dDay 24Hour"
"11314","You can nominate a user for King election from %dHour, one day prior to election, until the %dHour of the election day. "
"11315","The election nominees can post up their plans and the users can view them. You can post one plan at a time. If you change your plan, then the plan you posted previously will be deleted automatically. "
"11316","A proposal for impeachment can only be made by a senator. You can view the list of senators that agreed to the impeachment and cast your vote for or against impeachment. "
"11317","You need 30million coins in order to propose an impeachment. Half of the senators has to vote in favor of the impeachment in order for the public voting to begin. "
"11318","List of senators that voted in favor of impeachment. "
"11319","Votes in favor : %d"
"11320","Votes against : %d"
"11321","You do not have the authority to nominate. "
"11322","It's not time for voting."
"11323","Please confirm the exact character ID."
"11324","You cannot change your nomination."
"11325","Will you nominate %s as a King? "
"11326","For nominees only."
"11327","You can only vote once."
"11328","You've voted for %s."
"11329","This is for senators only."
"11330","An impeachment has not been proposed."
"11331","Impeachment vote by senators currently in process."
"11332","Impeachment vote by senators is not in process at the moment. "
"11333","Impeachment vote currently in progress. Will end on %sMonth %sDay at 24hours. "
"11334","Voted in favor of impeachment. "
"11335","Voted against impeachment. "
"11336","Check election day"
"11337","Election for a King"
"11338","Impeachment"
"11339","Back"
"11340","Nominate a King"
"11341","Turn down nomination"
"11342","Nominee Board"
"11343","Election"
"11344","Back"
"11345","Post"
"11346","View"
"11347","Back"
"11348","Propose Impeachment"
"11349","List of users in favor of impeachment"
"11350","Impeachment vote"
"11351","Back"
"11352","Propose Impeachment"
"11353","Impeachment Result"
"11354","Back"
"11355","Back"
"11356","Vote in favor of impeachment"
"11357","Vote against impeachment"
"11358","Back"
"11359","Adjust the tax rate to %d%%. "
"11360","The current King is %s. "
"11361","There's no King at the moment. "
"11362","Please enter the ID. "
"11363","Invalid ID. "
"11364","ID does not exist."
"11365","You can only nominate a user from the same nation. "
"11366","This person has already been nominated. "
"11367","Successfully nominated. "
"11368","Nomination turned down."
"11369","Not a nominee. "
"11370","Vote complete. "
"11371","None"
"11372","You've already voted. "
"11373","Currently in preparation. "
"11374","Message Posted. "
"11375","The message is too long. "
"11376","There's no plans posted. "
"11377","Will you turn down the nomination? "
"11378","Will you vote for %s? "
"11379","Will you collect the %d tax? "
"11380","Will you collect the %d royal tax? "
"11381","You have to be at least level 20 or above in order to vote. "
"11382","Experience Point event can be performed for 10%, 30%, and 50% increase. "
"11383","Coin event can be performed for 1~3% increase. "
"11384","Nominations are not accepted at this time. "
"11385","This feature can be used on a clear day only. "
"11386","You cannot change to a same weather. "
"11387","Impeachment has been proposed. "
"11388","There's no King at the moment. "
"11389","Will you propose an impeachment? "
"11390","Impeachment proposed. "
"11391","Impeachment has been proposed. Please vote in favor of or against the impeachment. "
"11392","In favor"
"11393","Against"
"11394","OK "
"11395","Please cast your vote for impeachment. "
"11396","Not taking votes for impeachment at the moment. "
"11397","Not taking votes for impeachment at the moment. "
"11398","Impeachment vote in progress. Please cast your vote from %dMonth %dDay %dHour %dMinute until %dHour %dMinute two day later."
"11399","King of Karus!!"
"11400","King of El Morad!!"
"11401","During the last 5 days before the election, an impeachment cannot be carried out. "
"11402","You cannot nominate a King at the moment because there's no schedule set for an election, "
"11403","Citizens of Karus.. "
"11404","Citizens of El Morad.. "
"11405","There are %s coins in the National Treasury at the moment. "
"11406","Will you collect %s as King's Fund? "
"11407","You have collected %s as King's Fund. "
"11408","There's not enough coins in the National Treasury. "
"11409","You do not have an empty slot in your inventory. "
"11410","You have already received the item. "
"11411","Item has been issued. "
"11412","There are %s coins in the National Treasury at the moment. "
"11500","Will you sell %s? "
"11501","Enter Quantity : "
"11600","Eslant"
"11601","V-frost"
"11602","Hell Abyss"
"11603","Desperation Abyss"
"11604","Orc Arena"
"11605","Blood Don Arena"
"11606","Goblin Arena"
"11607","Caitharos Arena"
"11608","Kellino Temple"
"11609","Napies Gorge"
"11610","Alseids Prairie"
"11611","Neids Triangle "
"11612","Battlefield "
"11613","Luferson Castle"
"11614","El Morad Castle"
"11615","Eslant Entrance"
"11616","Delos"
"11617","Delos Castle"
"11618","Melee Arena"
"11619","Clan Arena"
"11620","Ardream"
"11621","Ronak Land"
"11622","Moradon"
"11623","Colony Zone"
"11624","전쟁 카루스"
"11625","전쟁 엘모라드"
"11626","용동굴"
"11700","Another game client or process is already using HackShield.
Terminating program. "
"11701","Invalid file installed.
Please reinstall the program. "
"11702","Detected SoftICE to be running on the computer.
Please stop the SoftICE program and restart the program. "
"11703","A problem occurred in the HackShield program.(Error Code = %x)
Terminating program. "
"11704","A problem occurred in the HackShield program.(Error Code = %x)
Terminating program. "
"11705","HS service is alredy running. "
"11706","A problem occurred in the HackShield program.(Error Code = %x)
Terminating program. "
"11710","The following programs cannot be executed with the game.
Please close these programs and restart the game.
%s"
"11711","Detected and terminated hacking tool program under following directory.
%s"
"11712","[HACKSHIELD] Already Hooked
- szFunctionName : %s
- szModuleName : %s
"
"11713","Something that resembles Speedhack has been detected on this PC. (Code = %x)"
"11714","An attempt to debug the program has occurred. (Code = %x)
Terminating program. "
"11715","An attempt to use `AutoMouse` has  been detected. (Code = %x)
Terminating program. "
"11716","An error has occurred in HackShield function. (Code = %x)
Terminating program. "
"11717","An attempt to use `Hooking` has been detected.
Terminating program. "
"11718","An attempt to use `MessageHooking` has been detected. (Code = %x)
Terminating program. "
"11719","HackShield related module has been modified. (Code = %x)
Terminating program. "
"11730","Security update complete!"
"11731","Cannot read update file(s)!"
"11732","Cannot write update file(s)!"
"11733","Cannot connect to update server."
"11734","Error occurred while updating from network files."
"11735","Cannot find update file(s)."
"11736","Cannot find update file(s)."
"11737","File update timeout."
"11738","HackShield Error"
"11739","Unknown error occurred."
"11800","When the remaining time has expired, the gate to Bifrost will close. "
"11801","When the remaining time has expired, the Bifrost Assault will begin in the center of Colony zone. "
"11802","You can enter Bifrost during the remaining time. "
"11803","Bifrost Assault is now taking place in the middle of Colony Zone. "
"11804","퀘스트 종료까지 남은 시간"
"11900","Adonis Continent"
"11901","Karus"
"11902","El Morad"
"11903","Moradon"
"11904","Delos Castle"
"11905","Napies Gorge"
"11906","Alseids Plain"
"11907","Nieds Triangle "
"11908","Karus Eslant"
"11909","El Morad Eslant"
"11910","Ardream"
"11911","Ronak Land"
"11950","Luferson Castle "
"11951","El Morad Castle"
"11952","Moradon Castle"
"12000","Karus Main Zone"
"12001","Lunar Valley Entrance"
"12002","Torch of Penance Zone"
"12003","Decayed Oak Village"
"12004","Kalluga Valley Entrance"
"12005","Ruins of Kalia Village "
"12006","Goblin Village"
"12007","Outer ring of Bellua Village"
"12008","Zicon Mountain Range"
"12009","Bellua Village"
"12010","Prairie of Curse"
"12011","Land of the Beast"
"12012","Red Pig Farm"
"12013","Temple of Cypher"
"12014","Luferson Castle "
"12015","Outer ring of Luferson Castle"
"12016","Public Graveyard"
"12017","Ruis of Pumpkin Village"
"12018","Delgar Prairie "
"12019","Eslant Entrance"
"12020","Dry Wind Valley"
"12021","Land of Immortality"
"12022","Raon Camp"
"12023","Outer ring of Linate Village"
"12024","Linate Village"
"12025","Verbasi Relics"
"12026","Rocky Mountain"
"12027","Mechasis Temple"
"12028","Dark Land"
"12029","Barren Plain"
"12030","Kwan Bridge"
"12031","Nashan Bridge"
"12032","Hashark Harbor"
"12033","Temple of the Devil "
"12100","El Morad Main Zone"
"12101","El Morad Main Zone"
"12102","Lunar Valley Entrance"
"12103","Mushudheim"
"12104","Darkwood"
"12105","Kalluga Valley Entrance"
"12106","Land of Silence"
"12107","Goblin Village"
"12108","Outer ring of Asga Village"
"12109","Nebzit Mountain Range"
"12110","Asga Village"
"12111","Plain of Darkness"
"12112","Prairie of Beast"
"12113","Darka Farm"
"12114","El Morad Castle"
"12115","Outer ring of El Morad Castle"
"12116","Graveyard"
"12117","Ruins of Tena Farm"
"12118","Garnac Plain"
"12119","Eslant Entrance"
"12120","Blue Feather Valley"
"12121","Outer ring of Raiba Village"
"12122","Valley of the Spirits"
"12123","Raiba Village"
"12124","Temple Relics"
"12125","Plain of Immortality"
"12126","Doda Camp"
"12127","Plain of Death"
"12128","Valley of Resurrection"
"12129","Ziders Temple"
"12130","Bridge of Memory"
"12131","Bridge of Rolam"
"12132","Fugertive Harbor"
"12133","Haunted House of Zesna"
"12134","Temple of Light"
"12200","Moradon"
"12201","Moradon"
"12202","Moradon Castle"
"12203","Coast of Hope"
"12204","Abandoned Temple"
"12205","Agarta Ferry"
"12206","Windbreaking Forest"
"12207","Adella Coast"
"12300","Bifrost  "
"12301","Arrogance"
"12302","Lava road/(Cannot teleport)"
"12303","Greed"
"12304","Resting Area"
"12305","Rage"
"12306","Room of the Pursuer"
"12307","Laziness"
"12308","Room of Maze/(Gas Area)"
"12309","Long Corridor"
"12310","Lust"
"12311","Resting Area"
"12312","Envy"
"12313","Greed"
"12314","Lost Room "
"12315","Bifrost/(Karus Safe Zone)"
"12316","Bifrost/(El Morad Safe Zone)"
"12400","%d Day"
"12401","Re: %s"
"12402","%d/%d"
"12403","Sender: %s"
"12404","Received Date : 20%.2d-%.2d-%.2d"
"12405","Pick-up Date : 20%.2d-%.2d-%.2d"
"12406","%s"
"12407","Postage: %dcoins"
"12408","Hello

A new letter has arrived.

Please click on the letter icon on the
top left hand corner or press L. "
"12409","A letter will be returned
to the original sender if it's
not opened within 1 week.

*A returned letter will be stored
for 1 week. After that, the contained 
item and the letter itself will disappear. "
"12410","The receiver's mailbox is full.
Please try sending your letter at a later time.




*If you buy a premium service,
you'll be able to receive up to
20 letters instead of 10. "
"12411","You do not have enough money for postage."
"12412","There's not enough coins in the bag. "
"12413","Failed sending letter."
"12414","You cannot send a letter to yourself. "
"12415","Exceeded the allowed limit for sending coins. "
"12416","Title of the letter is too long. "
"12417","The ID is too long. "
"12418","The text in the letter is too long. "
"12419","Letter %d/%d"
"12420","You can only send up to 100 million coins. "
"12421","You cannot send this iitem. "
"12422","You cannot trade with this account. "
"12423","Invalid item. "
"12424","Couldn't receive the item because of exceeded weight. "
"12425","Couldn't receive the item. "
"12426","죽은 상태에서 편지 수신은 불가능합니다."
"12500","Another player is already using the ID you entered. Please try a different ID. "
"12501","ID changed successfully. "
"12502","The length of the ID can be up to 20 alphabet letters or 10 chinese characters. "
"12503","Another player is already using this ID. Please try a different ID. "
"12600","s_0_1.dxt"
"12601","s_0_2.dxt"
"12602","s_0_3.dxt"
"12603","s_0_4.dxt"
"12604","s_0_1_0.dxt"
"12605","s_0_2_0.dxt"
"12606","s_0_3_0.dxt"
"12607","s_0_4_0.dxt"
"12608","s_0_20_0.dxt"
"12609","s_0_21_0.dxt"
"12610","s_0_22_0.dxt"
"12611","s_0_23_0.dxt"
"12612","s_0_24_0.dxt"
"12613","s_0_25_0.dxt"
"12614","s_0_30_0.dxt"
"12615","s_0_31_0.dxt"
"12616","s_0_32_0.dxt"
"12617","s_0_33_0.dxt"
"12618","s_0_34_0.dxt"
"12619","s_0_35_0.dxt"
"12620","symbol.bmp"
"12621","symbolmark.dxt"
"12622","s_0_0_1.dxt"
"12700","이동게이트"
"12701","카루스 이동게이트"
"12702","엘모라드 이동게이트"
"12800","파 티 초 대 "
"12801","파 티 신 청"
"12802","개 인 결 투"
"12803","클 랜 가 입"
"12804","클 랜 추 방 "
"12805","부단장임명"
"12806","클 랜 결 투"
"12807","기사단가입"
"12808","기사단추방"
"12809","부단장임명"
"12810","기사단결투"
"12811","기사단연합"
"12812","연 합 해 체 "
"12813","파 티 추 방"
"12814","파 티 탈 퇴 "
"12815","라쿤 계곡 "
"12901","화룡의 둥지"
